label,packet_count,flow_duration,total_size,avg_size,std_size,min_size,max_size,fwd_packet_count,bwd_packet_count,avg_iat,std_iat,flow_packets_per_second,flow_bytes_per_second,fwd_bwd_ratio,avg_fwd_size,avg_bwd_size,fwd_bwd_size_ratio
Video,6,0.6467740535736084,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.1293548107147216,0.0013311872314224,9.276809987735769,3639.6017851883335,6.0,392.3333333333333,0.0,0.0
Ses,6,0.6523981094360352,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.13047962188720702,0.0011924023074102238,9.196838423070682,3608.2262746513975,6.0,392.3333333333333,0.0,0.0
Video,6,0.6469399929046631,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.1293879985809326,0.0017740196443885,9.27443049711752,3638.6682317024406,6.0,392.3333333333333,0.0,0.0
Gezinti,28,0.8289339542388916,11577,413.4642857142857,654.815758283136,54,2629,16,12,0.03070125756440339,0.06884061057331868,33.77832438497343,13966.130764458478,1.2307692307692308,270.75,603.75,0.44770566349731294
Zoom,15,0.014995098114013672,9709,647.2666666666667,1163.577842499399,54,4434,8,7,0.0010710784367152623,0.0024819436882582147,1000.3268992272713,647478.2576398385,1.0,1149.75,73.0,15.537162162162161
Gezinti,90,100.16684412956238,20252,225.0222222222222,297.0827037030365,54,1780,53,37,1.1254701587591278,6.666454640745855,0.8985009039876317,202.18267008397243,1.394736842105263,231.96226415094338,215.0810810810811,1.0734964069524584
Zoom,16,0.014297962188720703,9763,610.1875,1135.745031837582,54,4434,8,8,0.0009531974792480469,0.0022401946003654657,1119.0405869601468,682824.5781557446,0.8888888888888888,1149.75,70.625,16.05235602094241
Zoom,2,0.1324489116668701,884,442.0,0.0,442,442,2,0,0.1324489116668701,0.0,15.10016182715276,6674.27152760152,2.0,442.0,0.0,0.0
Download,18,378.2859969139099,3814,211.88888888888889,162.55491000099659,151,671,2,16,22.252117465524112,28.228440068427176,0.04758304602032739,10.082318751196036,0.11764705882352941,671.0,154.5,4.315112540192926
Download,22,375.039097070694,2556,116.1818181818182,44.36279805467268,70,179,11,11,17.859004622413998,26.126702731265272,0.0586605507847973,6.815289445724642,0.9166666666666666,142.63636363636363,89.72727272727273,1.5721442885771542
Zoom,6,0.6488800048828125,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.1297760009765625,0.0013484941597868643,9.246701940035273,3627.789394473839,6.0,392.3333333333333,0.0,0.0
Download,54,390.2523739337921,4023,74.5,4.5,70,79,27,27,7.363252338373436,7.503414115901566,0.138371996192293,10.308713716325832,0.9642857142857144,79.0,70.0,1.1126760563380282
Gezinti,158,17.292078971862793,139044,880.0253164556962,2472.567291706599,54,16460,58,100,0.11014063039403053,0.6534053639437368,9.137131530401485,8040.907066538885,0.5742574257425742,1723.2413793103449,390.96,4.3964725464597025
Video,28,20.712525129318237,10693,381.89285714285717,474.7346882572348,63,1292,16,12,0.76713056034512,3.846193337162301,1.3518390358096157,516.2576717825792,1.2307692307692308,338.0,440.4166666666667,0.7657164432697753
Download,13,0.018046140670776367,9601,738.5384615384615,1948.1524429131312,54,7354,6,7,0.0015038450558980305,0.0028371064500485868,720.3756325058462,532025.1113606638,0.75,1515.0,73.0,20.472972972972972
Ses,2,0.1296830177307129,884,442.0,0.0,442,442,2,0,0.1296830177307129,0.0,15.422219770926406,6816.621138749471,2.0,442.0,0.0,0.0
Gezinti,2,0.0639359951019287,264,132.0,8.0,124,140,1,1,0.0639359951019287,0.0,31.28128367770829,4129.129445457495,0.5,140.0,124.0,1.12
Download,2,0.1262180805206298,884,442.0,0.0,442,442,2,0,0.1262180805206298,0.0,15.845590360353382,7003.750939276196,2.0,442.0,0.0,0.0
Zoom,13,0.0143499374389648,9601,738.5384615384615,1948.1524429131312,54,7354,6,7,0.0011958281199137,0.0024899995171151,905.9272944773044,669062.1503289692,0.75,1515.0,73.0,20.47297297297297
Gezinti,289,0.35053396224975586,288276,997.4948096885813,516.5222278961254,67,1292,67,222,0.0012171318133672078,0.005986449724437731,824.4564895942584,822391.0691843405,0.3004484304932735,120.17910447761194,1262.2702702702702,0.09513332760684715
Zoom,2,0.1325030326843261,884,442.0,0.0,442,442,2,0,0.1325030326843261,0.0,15.093994148532277,6671.545413651265,2.0,442.0,0.0,0.0
Download,6,0.6493430137634277,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.12986860275268555,0.0006312287308901925,9.240108652629553,3625.2026280483283,6.0,392.3333333333333,0.0,0.0
Zoom,2,0.1326489448547363,884,442.0,0.0,442,442,2,0,0.1326489448547363,0.0,15.077390944874814,6664.206797634668,2.0,442.0,0.0,0.0
Video,13,0.0147120952606201,9601,738.5384615384615,1948.1524429131312,54,7354,6,7,0.001226007938385,0.0026087198049259,883.6266874098562,652592.2942940023,0.75,1515.0,73.0,20.47297297297297
Gezinti,7,0.20070409774780273,856,122.28571428571429,62.96192565060771,66,230,4,3,0.033450682957967125,0.03265091727452029,34.87721515679235,4264.985167744894,1.0,118.75,127.0,0.927734375
Video,8,116.49072194099426,976,122.0,0.0,122,122,8,0,16.641531705856323,24.2905112282556,0.0686749971731844,8.378349655128506,8.0,122.0,0.0,0.0
Download,6,180.19529604911804,758,126.33333333333331,74.00150148626865,54,228,4,2,36.039059209823606,71.89475019206668,0.0332972065950295,4.206547099838736,1.3333333333333333,75.5,228.0,0.3296943231441048
Zoom,6,0.6492538452148438,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.12985076904296874,0.00022744985495998308,9.241377689514565,3625.7005135195477,6.0,392.3333333333333,0.0,0.0
Download,22,381.9136219024658,2425,110.22727272727272,43.61810697632747,70,179,11,11,18.186362947736463,26.862635968537155,0.0576046486386348,6.349603315849528,0.9166666666666666,87.72727272727273,132.72727272727272,0.6560163154316793
Video,2,0.1299598217010498,884,442.0,0.0,442,442,2,0,0.1299598217010498,0.0,15.389371682893316,6802.102283838845,2.0,442.0,0.0,0.0
Download,2,0.0911250114440918,213,106.5,28.5,78,135,1,1,0.0911250114440918,0.0,21.94787104336405,2337.4482661182715,0.5,135.0,78.0,1.7088607594936709
Download,2,0.1155109405517578,884,442.0,0.0,442,442,2,0,0.1155109405517578,0.0,17.31437723947755,7652.954739849078,2.0,442.0,0.0,0.0
Gezinti,2,0.0022101402282714844,184,92.0,8.0,84,100,1,1,0.0022101402282714844,0.0,904.919956850054,83252.63603020496,0.5,100.0,84.0,1.1764705882352942
Download,22,110.12121605873108,9386,426.6363636363636,559.6655288046884,54,1506,9,13,5.243867431368146,23.196541753370923,0.199779849763616,85.2333486309682,0.6428571428571429,809.2222222222222,161.76923076923077,4.971592102499474
Zoom,2,0.1296539306640625,884,442.0,0.0,442,442,2,0,0.1296539306640625,0.0,15.425679651641756,6818.150406025656,2.0,442.0,0.0,0.0
Zoom,10,0.5939829349517822,1138,113.8,44.16288034084733,70,179,5,5,0.0659981038835313,0.1806519351196729,16.835500502740487,1915.879957211868,0.8333333333333334,90.4,137.2,0.654124457308249
Video,6,0.652695894241333,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.1305391788482666,0.0012916019985731815,9.192642473987299,3606.580063961017,6.0,392.3333333333333,0.0,0.0
Gezinti,23,0.2398269176483154,11470,498.69565217391306,523.2074519797892,63,1292,9,14,0.0109012235294688,0.0215808948268781,95.90249595638564,47826.15776607579,0.6,554.8888888888889,462.57142857142856,1.1969868173258005
Video,2,120.00730395317078,140,70.0,0.0,70,70,2,0,120.00730395317078,0.0,0.016665652290467584,1.1665956603327308,2.0,70.0,0.0,0.0
Video,14,980.4169461727142,1615,115.35714285714286,105.74943913586974,54,433,7,7,75.41668816713187,113.0535407523088,0.0142796389379562,1.6472583489142334,0.875,101.0,129.71428571428572,0.7726775956284152
Download,49,0.7611908912658691,45023,918.8367346938776,1094.9419395088764,54,4410,29,20,0.0158581435680389,0.0396289511531019,64.37281444410408,59148.10662687547,1.380952380952381,1406.344827586207,211.95,6.604108136117431
Video,2,0.12967205047607422,884,442.0,0.0,442,442,2,0,0.12967205047607422,0.0,15.423524133822653,6817.197667149613,2.0,442.0,0.0,0.0
Zoom,6,0.6081829071044922,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.1216365814208984,0.0166648847213709,9.865453188359892,3870.546134233197,6.0,392.3333333333333,0.0,0.0
Download,2,0.11880898475646973,884,442.0,0.0,442,442,2,0,0.11880898475646973,0.0,16.833743711382823,7440.514720431208,2.0,442.0,0.0,0.0
Zoom,6,0.6518471240997314,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.1303694248199463,0.0012066812239364894,9.20461221377117,3611.276191869556,6.0,392.3333333333333,0.0,0.0
Zoom,9,0.3607320785522461,1037,115.22222222222224,46.33399946230456,70,179,5,4,0.0450915098190307,0.0519120106501677,24.94926438513701,2874.709685265231,1.0,106.0,126.75,0.8297455968688845
Ses,2,0.0417721271514892,280,140.0,39.0,101,179,1,1,0.0417721271514892,0.0,47.87881624382866,6703.034274136012,0.5,179.0,101.0,1.7549019607843137
Gezinti,42,14.600811004638672,24483,582.9285714285714,566.1118597548563,63,1292,22,20,0.35611734157655295,2.101343051272997,2.8765525412702497,1676.8246635218934,1.0476190476190477,494.59090909090907,680.1,0.726164893688018
Video,15,0.015289783477783203,11167,744.4666666666667,1833.1245044701382,54,7354,7,8,0.0010921273912702287,0.002448772955911148,981.047247777951,730356.9743957586,0.7777777777777778,1514.5714285714287,70.625,21.145848915482425
Zoom,17,0.04537701606750488,9817,577.4705882352941,854.1737058252164,54,2974,9,8,0.002836063504219055,0.007463983343379638,374.6390017076054,216343.00469197426,1.0,1028.0,70.625,14.352530541012216
Gezinti,27,78.55344414710999,10002,370.44444444444446,768.2485291031385,54,3714,13,14,3.0212863133503842,10.52801194116207,0.3437150374900951,127.32732611021967,0.8666666666666667,283.46153846153845,451.2142857142857,0.6268301276988688
Ses,2,0.1308379173278808,884,442.0,0.0,442,442,2,0,0.1308379173278808,0.0,15.286088626647764,6756.451172978312,2.0,442.0,0.0,0.0
Gezinti,10,0.1541988849639892,6715,671.5,1318.8735534538555,54,4290,5,5,0.0171332094404432,0.0246070824398138,64.85131200744638,43547.65601300025,0.8333333333333334,926.0,417.0,2.215311004784689
Ses,4,62.275473833084106,604,151.0,0.0,151,151,0,4,20.758491277694702,29.35680856974021,0.06423074372298045,9.698842302170048,0.0,0.0,151.0,0.0
Gezinti,30,19.83035111427307,10017,333.9,490.84507739204224,54,2113,15,15,0.6838052108370024,2.2436234629018084,1.5128325175446458,505.1347776081572,0.9375,328.6666666666667,339.1333333333333,0.9662877303018425
Download,3,239.97236490249634,210,70.0,0.0,70,70,3,0,119.98618245124817,0.01739358901977539,0.012501439493747274,0.8751007645623092,3.0,70.0,0.0,0.0
Video,28,585.973023891449,1694,60.5,5.5,55,66,14,14,21.702704588572185,22.457275065458536,0.0477837696589715,2.890918064367776,0.9333333333333332,66.0,55.0,1.1785714285714286
Zoom,112,2272.9676899909973,13191,117.77678571428571,44.42483817428291,70,179,56,56,20.47718639631529,25.452509465963857,0.049274787535780414,5.803426092718567,0.9824561403508771,90.48214285714286,145.07142857142858,0.6194376528117359
Video,2,0.1296300888061523,884,442.0,0.0,442,442,2,0,0.1296300888061523,0.0,15.428516777387864,6819.404415605435,2.0,442.0,0.0,0.0
Gezinti,79,22.039797067642212,53649,679.1012658227849,585.6077140958137,66,1292,49,30,0.2825615008672078,2.077212108688077,3.5844250179591746,2434.1875669429337,1.5806451612903225,984.5510204081633,180.2,5.4335045276388705
Gezinti,12,109.52087306976318,715,59.583333333333336,7.3762946133016,54,78,5,7,9.956443006342107,17.065742002870834,0.1095681550343027,6.528435904127202,0.625,66.8,54.42857142857143,1.2051546391752577
Download,4,360.06518387794495,280,70.0,0.0,70,70,4,0,120.02172795931499,0.015705117725314428,0.011109099627238389,0.7776369739066872,4.0,70.0,0.0,0.0
Ses,3,240.03637599945068,210,70.0,0.0,70,70,3,0,120.01818799972534,0.0014548301696777,0.0124981057038074,0.8748673992665202,3.0,70.0,0.0,0.0
Zoom,2,0.12868189811706543,884,442.0,0.0,442,442,2,0,0.12868189811706543,0.0,15.542201578193582,6869.653097561563,2.0,442.0,0.0,0.0
Zoom,7,0.07115507125854492,445,63.57142857142857,14.499824066490724,54,93,3,4,0.01185917854309082,0.026353896861241927,98.37668455935076,6253.946375558728,0.6,54.0,70.75,0.7526132404181185
Ses,11,0.0080490112304687,2054,186.72727272727272,300.04972039770973,54,1099,5,6,0.0008049011230468,0.0007231907887174,1366.6274881516588,255186.62369668245,0.7142857142857143,319.4,76.16666666666667,4.139092872570194
Gezinti,4,45.42032623291016,242,60.5,5.5,55,66,2,2,15.140108744303385,21.116107269014115,0.0880662983239808,5.3280110486008425,0.6666666666666666,55.0,66.0,0.8208955223880597
Video,2,0.1295568943023681,884,442.0,0.0,442,442,2,0,0.1295568943023681,0.0,15.43723327708267,6823.2571084705405,2.0,442.0,0.0,0.0
Gezinti,31,90.50240206718445,12614,406.9032258064516,706.3738549046247,54,3129,17,14,3.016746735572815,11.221928999036864,0.3425323449093335,139.3775160866559,1.1333333333333333,378.05882352941177,441.92857142857144,0.853543546107364
Zoom,7,26.560247898101807,2771,395.85714285714283,27.575499329392137,368,432,7,0,4.426707983016968,9.60801289717273,0.26355175700375416,104.32884552248612,7.0,395.85714285714283,0.0,0.0
Download,71401,17.60497784614563,100764072,1411.2417473144633,1720.2189657496465,54,43614,28294,43107,0.0002465683171729,0.0019553124794485,4055.72790968506,5723612.54189598,0.6563514892827318,54.47589594967131,2301.77769271812,0.0236566022512445
Download,2,0.12970185279846191,884,442.0,0.0,442,442,2,0,0.12970185279846191,0.0,15.419980184151365,6815.631241394904,2.0,442.0,0.0,0.0
Download,16,0.020212888717651367,9763,610.1875,1011.6653484941303,54,2974,8,8,0.0013475259145100912,0.0025792141699826935,791.5741398223616,483008.6454428573,0.8888888888888888,1149.75,70.625,16.05235602094241
Zoom,6,0.64900803565979,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.129801607131958,0.0006689943012647,9.24487782944062,3627.07373508387,6.0,392.3333333333333,0.0,0.0
Zoom,13,0.013833999633789062,9601,738.5384615384615,1948.1524429131312,54,7354,6,7,0.0011528333028157551,0.002514852501310851,939.7137736109196,694014.7646491107,0.75,1515.0,73.0,20.472972972972972
Ses,30,93.6312849521637,3545,118.16666666666667,44.43128277338939,70,179,15,15,3.2286649983504723,5.825720915349387,0.3204057278005639,37.86127683509997,0.9375,114.46666666666667,121.86666666666666,0.9316332067281606
Ses,7,18.95701694488525,378,54.0,0.0,54,54,0,7,3.1595028241475425,3.249637247721469,0.3692564088723175,19.939846079105145,0.0,0.0,54.0,0.0
Ses,13,0.01509714126586914,9601,738.5384615384615,1948.1524429131312,54,7354,6,7,0.001258095105489095,0.002714304637045861,861.0901740311424,635948.212374846,0.75,1515.0,73.0,20.472972972972972
Zoom,2,0.1295080184936523,884,442.0,0.0,442,442,2,0,0.1295080184936523,0.0,15.44305922724026,6825.832178440195,2.0,442.0,0.0,0.0
Gezinti,12,0.2230370044708252,5945,495.4166666666667,647.5160819538684,54,1884,6,6,0.0202760913155295,0.026187020722016,53.802731203600274,26654.7697504503,0.8571428571428571,414.0,576.8333333333334,0.7164695702336313
Gezinti,2,0.12933802604675293,884,442.0,0.0,442,442,2,0,0.12933802604675293,0.0,15.463356455409663,6834.803553291071,2.0,442.0,0.0,0.0
Download,2,0.03219199180603027,452,226.0,140.0,86,366,1,1,0.03219199180603027,0.0,62.127252394036574,14040.759041052264,0.5,366.0,86.0,4.206896551724138
Ses,1408,161.0045449733734,252166,179.09517045454547,72.33146185722201,109,411,705,703,0.11443109095477855,0.31846032930162527,8.745094743958017,1566.2042338103106,1.0014204545454546,243.96453900709218,114.04125177809388,2.1206700660531914
Ses,12,4.200684070587158,1973,164.41666666666666,203.6473497385997,54,714,6,6,0.381880370053378,1.2047309916835018,2.856677578783657,469.6854052450129,0.8571428571428571,165.33333333333334,163.5,1.005065856129686
Gezinti,2,0.0067231655120849,166,83.0,8.0,75,91,1,1,0.0067231655120849,0.0,297.47891769211674,24690.75016844569,0.5,91.0,75.0,1.1973684210526316
Download,39,0.3856480121612549,26677,684.025641025641,983.9308524583734,54,4290,19,20,0.010148631898980392,0.024234496022794316,101.12848704038578,69174.47817375312,0.9047619047619048,210.78947368421052,1133.6,0.18578307217011328
Zoom,2,0.13288402557373047,884,442.0,0.0,442,442,2,0,0.13288402557373047,0.0,15.050718032998658,6652.417370585406,2.0,442.0,0.0,0.0
Ses,6,90.03590297698975,363,60.5,5.5,55,66,3,3,18.007180595397948,22.046643055630657,0.06664008247391494,4.031724989671853,0.75,55.0,66.0,0.8208955223880597
Download,13,0.0201790332794189,9601,738.5384615384615,1948.1524429131312,54,7354,6,7,0.0016815861066182,0.0031193822562618,644.2330422864704,475790.87992249255,0.75,1515.0,73.0,20.47297297297297
Video,22,0.3192451000213623,6315,287.04545454545456,487.4187556797848,54,1953,11,11,0.0152021476200648,0.0226079931755951,68.91256905283079,19781.03970766484,0.9166666666666666,277.45454545454544,296.6363636363636,0.9321930360415394
Gezinti,18,0.1524019241333007,13395,744.1666666666666,582.6533417622065,66,1292,8,10,0.0089648190666647,0.0155209633786635,118.108745033009,87892.59109539751,0.7272727272727273,543.0,905.1,0.5992716035757643
Download,6,0.6329448223114014,2354,392.3333333333333,28.288199345702832,368,432,6,0,0.12658896446228027,0.010740205037820215,9.479499299937508,3719.1235586754824,6.0,392.3333333333333,0.0,0.0
Gezinti,23,51.62204599380493,6961,302.6521739130435,498.3032609632195,54,1812,13,10,2.3464566360820425,9.356724878403528,0.4455460754647382,134.84548831782794,1.181818181818182,269.46153846153845,345.8,0.7769940555407683
Gezinti,45,50.3756902217865,9026,200.57777777777775,381.55887787332455,54,1823,21,24,1.1449020504951477,6.719948949843268,0.8932880085986074,179.1737236802451,0.84,191.23809523809524,208.75,0.9117430047108236
